Match_no,Ballnumber,Inningno,Over,Outcome,Batter,Bowler,Comment,Score,runs
28,24,2,3,1,prithvi shaw,Sunil Narine,"sunil narine to prithvi shaw, 1 run,",1,1
28,25,2,3,0,david warner,Sunil Narine,"sunil narine to david warner, no run,",0,0
28,26,2,4,4,prithvi shaw,Varun Chakravarthy,"varun chakravarthy to prithvi shaw, four,",4,4
28,27,2,4,0,prithvi shaw,Varun Chakravarthy,"varun chakravarthy to prithvi shaw, no run,",0,0
28,28,2,4,w,prithvi shaw,Varun Chakravarthy,"varun chakravarthy to prithvi shaw, no run,                           wicket - b varun chakravarthy batsmen out 13(11)",0,0
28,29,2,4,1,mitchell marsh,Varun Chakravarthy,"varun chakravarthy to mitchell marsh, 1 run,",1,1
28,30,2,4,4,david warner,Varun Chakravarthy,"varun chakravarthy to david warner, four,",4,4
28,31,2,4,1,david warner,Varun Chakravarthy,"varun chakravarthy to david warner, 1 run,",1,1
28,32,2,5,4,david warner,Sunil Narine,"sunil narine to david warner, four,",4,4
28,33,2,5,0,david warner,Sunil Narine,"sunil narine to david warner, no run,",0,0
28,34,2,5,4,david warner,Sunil Narine,"sunil narine to david warner, four,",4,4
28,35,2,5,1wd,david warner,Sunil Narine,"sunil narine to david warner, 1 wide,",1,0
28,36,2,5,4,david warner,Sunil Narine,"sunil narine to david warner, four,",4,4
28,37,2,5,4,david warner,Sunil Narine,"sunil narine to david warner, four,",4,4
28,38,2,5,0,david warner,Sunil Narine,"sunil narine to david warner, no run,",0,0
28,39,2,6,0,mitchell marsh,Anukul Roy,"anukul roy to mitchell marsh, no run,",0,0
28,40,2,6,0,mitchell marsh,Anukul Roy,"anukul roy to mitchell marsh, no run,",0,0
28,41,2,6,0,mitchell marsh,Anukul Roy,"anukul roy to mitchell marsh, no run,",0,0
28,42,2,6,0,mitchell marsh,Anukul Roy,"anukul roy to mitchell marsh, no run,",0,0
28,43,2,6,0,mitchell marsh,Anukul Roy,"anukul roy to mitchell marsh, no run,",0,0
28,44,2,6,1,mitchell marsh,Anukul Roy,"anukul roy to mitchell marsh, 1 run,",1,1
28,45,2,7,0,mitchell marsh,Nitish Rana,"nitish rana to mitchell marsh, no run,",0,0
28,46,2,7,w,mitchell marsh,Nitish Rana,"nitish rana to mitchell marsh, no run,                           wicket - c (sub d wiese) b n rana batsmen out 2(9)",0,0
28,47,2,7,4,philip salt,Nitish Rana,"nitish rana to philip salt, four,",4,4
28,48,2,7,1,philip salt,Nitish Rana,"nitish rana to philip salt, 1 run,",1,1
28,49,2,7,0,david warner,Nitish Rana,"nitish rana to david warner, no run,",0,0
28,50,2,7,0,david warner,Nitish Rana,"nitish rana to david warner, no run,",0,0
28,51,2,8,w,philip salt,Anukul Roy,"anukul roy to philip salt, no run,                           wicket - c &amp; b as roy batsmen out 5(3)",0,0
28,52,2,8,0,manish pandey,Anukul Roy,"anukul roy to manish pandey, no run,",0,0
28,53,2,8,0,manish pandey,Anukul Roy,"anukul roy to manish pandey, no run,",0,0
28,54,2,8,0,manish pandey,Anukul Roy,"anukul roy to manish pandey, no run,",0,0
28,55,2,8,1,manish pandey,Anukul Roy,"anukul roy to manish pandey, 1 run,",1,1
28,56,2,8,1,david warner,Anukul Roy,"anukul roy to david warner, 1 run,",1,1
28,57,2,9,1,david warner,Nitish Rana,"nitish rana to david warner, 1 run,",1,1
28,58,2,9,1,manish pandey,Nitish Rana,"nitish rana to manish pandey, 1 run,",1,1
28,59,2,9,1,david warner,Nitish Rana,"nitish rana to david warner, 1 run,",1,1
28,60,2,9,1,manish pandey,Nitish Rana,"nitish rana to manish pandey, 1 run,",1,1
28,61,2,9,0,david warner,Nitish Rana,"nitish rana to david warner, no run,",0,0
28,62,2,9,0,david warner,Nitish Rana,"nitish rana to david warner, no run,",0,0
28,63,2,10,1,manish pandey,Anukul Roy,"anukul roy to manish pandey, 1 run,",1,1
28,64,2,10,4,david warner,Anukul Roy,"anukul roy to david warner, four,",4,4
28,65,2,10,0,david warner,Anukul Roy,"anukul roy to david warner, no run,",0,0
28,66,2,10,1,david warner,Anukul Roy,"anukul roy to david warner, 1 run,",1,1
28,67,2,10,4,manish pandey,Anukul Roy,"anukul roy to manish pandey, four,",4,4
28,68,2,10,0,manish pandey,Anukul Roy,"anukul roy to manish pandey, no run,",0,0
28,69,2,11,1,david warner,Varun Chakravarthy,"varun chakravarthy to david warner, 1 run,",1,1
28,70,2,11,1,manish pandey,Varun Chakravarthy,"varun chakravarthy to manish pandey, 1 run,",1,1
28,71,2,11,1,david warner,Varun Chakravarthy,"varun chakravarthy to david warner, 1 run,",1,1
28,72,2,11,0,manish pandey,Varun Chakravarthy,"varun chakravarthy to manish pandey, no run,",0,0
28,73,2,11,0,manish pandey,Varun Chakravarthy,"varun chakravarthy to manish pandey, no run,",0,0
28,74,2,11,1,manish pandey,Varun Chakravarthy,"varun chakravarthy to manish pandey, 1 run,",1,1
28,75,2,12,1,manish pandey,Sunil Narine,"sunil narine to manish pandey, 1 run,",1,1
28,76,2,12,1,david warner,Sunil Narine,"sunil narine to david warner, 1 run,",1,1
28,77,2,12,1,manish pandey,Sunil Narine,"sunil narine to manish pandey, 1 run,",1,1
28,78,2,12,1lb,david warner,Sunil Narine,"sunil narine to david warner, 1 leg bye,",1,0
28,79,2,12,1,manish pandey,Sunil Narine,"sunil narine to manish pandey, 1 run,",1,1
28,80,2,12,1,david warner,Sunil Narine,"sunil narine to david warner, 1 run,",1,1
28,81,2,13,w,david warner,Varun Chakravarthy,"varun chakravarthy to david warner, no run,                           wicket - lbw b varun chakravarthy batsmen out 57(41)",0,0
28,82,2,13,0,axar patel,Varun Chakravarthy,"varun chakravarthy to axar patel, no run,",0,0
28,83,2,13,0,axar patel,Varun Chakravarthy,"varun chakravarthy to axar patel, no run,",0,0
28,84,2,13,0,axar patel,Varun Chakravarthy,"varun chakravarthy to axar patel, no run,",0,0
28,85,2,13,0,axar patel,Varun Chakravarthy,"varun chakravarthy to axar patel, no run,",0,0
28,86,2,13,0,axar patel,Varun Chakravarthy,"varun chakravarthy to axar patel, no run,",0,0
28,87,2,14,0,manish pandey,Sunil Narine,"sunil narine to manish pandey, no run,",0,0
28,88,2,14,1,manish pandey,Sunil Narine,"sunil narine to manish pandey, 1 run,",1,1
28,89,2,14,1,axar patel,Sunil Narine,"sunil narine to axar patel, 1 run,",1,1
28,90,2,14,4,manish pandey,Sunil Narine,"sunil narine to manish pandey, four,",4,4
28,91,2,14,1,manish pandey,Sunil Narine,"sunil narine to manish pandey, 1 run,",1,1
28,92,2,14,4,axar patel,Sunil Narine,"sunil narine to axar patel, four,",4,4
28,93,2,15,1,manish pandey,Anukul Roy,"anukul roy to manish pandey, 1 run,",1,1
28,94,2,15,1wd,axar patel,Anukul Roy,"anukul roy to axar patel, 1 wide,",1,0
28,95,2,15,1,axar patel,Anukul Roy,"anukul roy to axar patel, 1 run,",1,1
28,96,2,15,1,manish pandey,Anukul Roy,"anukul roy to manish pandey, 1 run,",1,1
28,97,2,15,1wd,axar patel,Anukul Roy,"anukul roy to axar patel, 1 wide,",1,0
28,98,2,15,1,axar patel,Anukul Roy,"anukul roy to axar patel, 1 run,",1,1
28,99,2,15,w,manish pandey,Anukul Roy,"anukul roy to manish pandey, no run,                           wicket - c rk singh b as roy batsmen out 21(23)",0,0
28,100,2,15,0,aman hakim khan,Anukul Roy,"anukul roy to aman hakim khan, no run,",0,0
28,101,2,16,1,axar patel,Nitish Rana,"nitish rana to axar patel, 1 run,",1,1
28,102,2,16,w,aman hakim khan,Nitish Rana,"nitish rana to aman hakim khan, no run,                           wicket - b n rana batsmen out 0(2)",0,0
28,103,2,16,0,lalit yadav,Nitish Rana,"nitish rana to lalit yadav, no run,",0,0
28,104,2,16,1,lalit yadav,Nitish Rana,"nitish rana to lalit yadav, 1 run,",1,1
28,105,2,16,1,axar patel,Nitish Rana,"nitish rana to axar patel, 1 run,",1,1
28,106,2,16,0,lalit yadav,Nitish Rana,"nitish rana to lalit yadav, no run,",0,0
28,107,2,17,1lb,axar patel,Varun Chakravarthy,"varun chakravarthy to axar patel, 1 leg bye,",1,0
28,108,2,17,0,lalit yadav,Varun Chakravarthy,"varun chakravarthy to lalit yadav, no run,",0,0
28,109,2,17,1,lalit yadav,Varun Chakravarthy,"varun chakravarthy to lalit yadav, 1 run,",1,1
28,110,2,17,0,axar patel,Varun Chakravarthy,"varun chakravarthy to axar patel, no run,",0,0
28,111,2,17,0,axar patel,Varun Chakravarthy,"varun chakravarthy to axar patel, no run,",0,0
28,112,2,17,1,axar patel,Varun Chakravarthy,"varun chakravarthy to axar patel, 1 run,",1,1
28,113,2,18,1,axar patel,Nitish Rana,"nitish rana to axar patel, 1 run,",1,1
28,114,2,18,1,lalit yadav,Nitish Rana,"nitish rana to lalit yadav, 1 run,",1,1
28,115,2,18,1,axar patel,Nitish Rana,"nitish rana to axar patel, 1 run,",1,1
28,116,2,18,1,lalit yadav,Nitish Rana,"nitish rana to lalit yadav, 1 run,",1,1
28,117,2,18,0,axar patel,Nitish Rana,"nitish rana to axar patel, no run,",0,0
28,118,2,18,1,axar patel,Nitish Rana,"nitish rana to axar patel, 1 run,",1,1
28,119,2,19,2,axar patel,Kulwant Khejroliya,"kulwant khejroliya to axar patel, 2 runs,",2,2
28,120,2,19,3nb,axar patel,Kulwant Khejroliya,"kulwant khejroliya to axar patel, 3 no ball,",3,0
28,121,2,19,2,axar patel,Kulwant Khejroliya,"kulwant khejroliya to axar patel, 2 runs,",2,2
29,1,1,0,1,harry brook,Akash Singh,"akash singh to harry brook, 1 run,",1,1
29,2,1,0,0,abhishek sharma,Akash Singh,"akash singh to abhishek sharma, no run,",0,0
29,3,1,0,0,abhishek sharma,Akash Singh,"akash singh to abhishek sharma, no run,",0,0
29,4,1,0,1,abhishek sharma,Akash Singh,"akash singh to abhishek sharma, 1 run,",1,1
29,5,1,0,0,harry brook,Akash Singh,"akash singh to harry brook, no run,",0,0
29,6,1,0,4,harry brook,Akash Singh,"akash singh to harry brook, four,",4,4
29,7,1,1,1wd,abhishek sharma,Tushar Deshpande,"tushar deshpande to abhishek sharma, 1 wide,",1,0
29,8,1,1,0,abhishek sharma,Tushar Deshpande,"tushar deshpande to abhishek sharma, no run,",0,0
29,9,1,1,0,abhishek sharma,Tushar Deshpande,"tushar deshpande to abhishek sharma, no run,",0,0
29,10,1,1,2,abhishek sharma,Tushar Deshpande,"tushar deshpande to abhishek sharma, 2 runs,",2,2
29,11,1,1,0,abhishek sharma,Tushar Deshpande,"tushar deshpande to abhishek sharma, no run,",0,0
29,12,1,1,0,abhishek sharma,Tushar Deshpande,"tushar deshpande to abhishek sharma, no run,",0,0
29,13,1,1,4,abhishek sharma,Tushar Deshpande,"tushar deshpande to abhishek sharma, four,",4,4
29,14,1,2,2,harry brook,Akash Singh,"akash singh to harry brook, 2 runs,",2,2
29,15,1,2,0,harry brook,Akash Singh,"akash singh to harry brook, no run,",0,0
29,16,1,2,1,harry brook,Akash Singh,"akash singh to harry brook, 1 run,",1,1
29,17,1,2,6,abhishek sharma,Akash Singh,"akash singh to abhishek sharma, six,",6,6
29,18,1,2,1,abhishek sharma,Akash Singh,"akash singh to abhishek sharma, 1 run,",1,1
29,19,1,2,0,harry brook,Akash Singh,"akash singh to harry brook, no run,",0,0
29,20,1,3,1,abhishek sharma,Tushar Deshpande,"tushar deshpande to abhishek sharma, 1 run,",1,1
29,21,1,3,2,harry brook,Tushar Deshpande,"tushar deshpande to harry brook, 2 runs,",2,2
29,22,1,3,0,harry brook,Tushar Deshpande,"tushar deshpande to harry brook, no run,",0,0
29,23,1,3,0,harry brook,Tushar Deshpande,"tushar deshpande to harry brook, no run,",0,0
29,24,1,3,4,harry brook,Tushar Deshpande,"tushar deshpande to harry brook, four,",4,4
29,25,1,3,4,harry brook,Tushar Deshpande,"tushar deshpande to harry brook, four,",4,4
29,26,1,4,1,abhishek sharma,Akash Singh,"akash singh to abhishek sharma, 1 run,",1,1
29,27,1,4,w,harry brook,Akash Singh,"akash singh to harry brook, no run,                           wicket - c rd gaikwad b akash singh batsmen out 18(13)",0,0
29,28,1,4,0,rahul tripathi,Akash Singh,"akash singh to rahul tripathi, no run,",0,0
29,29,1,4,0,rahul tripathi,Akash Singh,"akash singh to rahul tripathi, no run,",0,0
29,30,1,4,0,rahul tripathi,Akash Singh,"akash singh to rahul tripathi, no run,",0,0
29,31,1,4,0,rahul tripathi,Akash Singh,"akash singh to rahul tripathi, no run,",0,0
29,32,1,5,1,abhishek sharma,Maheesh Theekshana,"maheesh theekshana to abhishek sharma, 1 run,",1,1
29,33,1,5,1lb,rahul tripathi,Maheesh Theekshana,"maheesh theekshana to rahul tripathi, 1 leg bye,",1,0
29,34,1,5,2,abhishek sharma,Maheesh Theekshana,"maheesh theekshana to abhishek sharma, 2 runs,",2,2
29,35,1,5,1,abhishek sharma,Maheesh Theekshana,"maheesh theekshana to abhishek sharma, 1 run,",1,1
29,36,1,5,1,rahul tripathi,Maheesh Theekshana,"maheesh theekshana to rahul tripathi, 1 run,",1,1
29,37,1,5,4,abhishek sharma,Maheesh Theekshana,"maheesh theekshana to abhishek sharma, four,",4,4
29,38,1,6,6,rahul tripathi,Moeen Ali,"moeen ali to rahul tripathi, six,",6,6
29,39,1,6,1,rahul tripathi,Moeen Ali,"moeen ali to rahul tripathi, 1 run,",1,1
29,40,1,6,1,abhishek sharma,Moeen Ali,"moeen ali to abhishek sharma, 1 run,",1,1
29,41,1,6,1,rahul tripathi,Moeen Ali,"moeen ali to rahul tripathi, 1 run,",1,1
29,42,1,6,1,abhishek sharma,Moeen Ali,"moeen ali to abhishek sharma, 1 run,",1,1
29,43,1,6,0,rahul tripathi,Moeen Ali,"moeen ali to rahul tripathi, no run,",0,0
29,44,1,7,4,abhishek sharma,Ravindra Jadeja,"ravindra jadeja to abhishek sharma, four,",4,4
29,45,1,7,0,abhishek sharma,Ravindra Jadeja,"ravindra jadeja to abhishek sharma, no run,",0,0
29,46,1,7,1,abhishek sharma,Ravindra Jadeja,"ravindra jadeja to abhishek sharma, 1 run,",1,1
29,47,1,7,1,rahul tripathi,Ravindra Jadeja,"ravindra jadeja to rahul tripathi, 1 run,",1,1
29,48,1,7,1,abhishek sharma,Ravindra Jadeja,"ravindra jadeja to abhishek sharma, 1 run,",1,1
29,49,1,7,0,rahul tripathi,Ravindra Jadeja,"ravindra jadeja to rahul tripathi, no run,",0,0
29,50,1,8,1,abhishek sharma,Moeen Ali,"moeen ali to abhishek sharma, 1 run,",1,1
29,51,1,8,0,rahul tripathi,Moeen Ali,"moeen ali to rahul tripathi, no run,",0,0
29,52,1,8,4,rahul tripathi,Moeen Ali,"moeen ali to rahul tripathi, four,",4,4
29,53,1,8,1,rahul tripathi,Moeen Ali,"moeen ali to rahul tripathi, 1 run,",1,1
29,54,1,8,1,abhishek sharma,Moeen Ali,"moeen ali to abhishek sharma, 1 run,",1,1
29,55,1,8,1,rahul tripathi,Moeen Ali,"moeen ali to rahul tripathi, 1 run,",1,1
29,56,1,9,1,rahul tripathi,Ravindra Jadeja,"ravindra jadeja to rahul tripathi, 1 run,",1,1
29,57,1,9,w,abhishek sharma,Ravindra Jadeja,"ravindra jadeja to abhishek sharma, no run,                           wicket - c ajinkya rahane b ra jadeja batsmen out 34(26)",0,0
29,58,1,9,1,aiden markram,Ravindra Jadeja,"ravindra jadeja to aiden markram, 1 run,",1,1
29,59,1,9,2,rahul tripathi,Ravindra Jadeja,"ravindra jadeja to rahul tripathi, 2 runs,",2,2
29,60,1,9,1,rahul tripathi,Ravindra Jadeja,"ravindra jadeja to rahul tripathi, 1 run,",1,1
29,61,1,9,1,aiden markram,Ravindra Jadeja,"ravindra jadeja to aiden markram, 1 run,",1,1
29,62,1,10,1,aiden markram,Matheesha Pathirana,"matheesha pathirana to aiden markram, 1 run,",1,1
29,63,1,10,1,rahul tripathi,Matheesha Pathirana,"matheesha pathirana to rahul tripathi, 1 run,",1,1
29,64,1,10,4,aiden markram,Matheesha Pathirana,"matheesha pathirana to aiden markram, four,",4,4
29,65,1,10,0,aiden markram,Matheesha Pathirana,"matheesha pathirana to aiden markram, no run,",0,0
29,66,1,10,0,aiden markram,Matheesha Pathirana,"matheesha pathirana to aiden markram, no run,",0,0
29,67,1,10,1,aiden markram,Matheesha Pathirana,"matheesha pathirana to aiden markram, 1 run,",1,1
29,68,1,11,1,aiden markram,Ravindra Jadeja,"ravindra jadeja to aiden markram, 1 run,",1,1
29,69,1,11,w,rahul tripathi,Ravindra Jadeja,"ravindra jadeja to rahul tripathi, no run,                           wicket - c akash singh b ra jadeja batsmen out 21(21)",0,0
29,70,1,11,1,heinrich klaasen,Ravindra Jadeja,"ravindra jadeja to heinrich klaasen, 1 run,",1,1
29,71,1,11,1,aiden markram,Ravindra Jadeja,"ravindra jadeja to aiden markram, 1 run,",1,1
29,72,1,11,0,heinrich klaasen,Ravindra Jadeja,"ravindra jadeja to heinrich klaasen, no run,",0,0
29,73,1,11,0,heinrich klaasen,Ravindra Jadeja,"ravindra jadeja to heinrich klaasen, no run,",0,0
29,74,1,12,1,aiden markram,Maheesh Theekshana,"maheesh theekshana to aiden markram, 1 run,",1,1
29,75,1,12,1,heinrich klaasen,Maheesh Theekshana,"maheesh theekshana to heinrich klaasen, 1 run,",1,1
29,76,1,12,1,aiden markram,Maheesh Theekshana,"maheesh theekshana to aiden markram, 1 run,",1,1
29,77,1,12,1,heinrich klaasen,Maheesh Theekshana,"maheesh theekshana to heinrich klaasen, 1 run,",1,1
29,78,1,12,w,aiden markram,Maheesh Theekshana,"maheesh theekshana to aiden markram, no run,                           wicket - c ms dhoni b m theekshana batsmen out 12(12)",0,0
29,79,1,12,1,mayank agarwal,Maheesh Theekshana,"maheesh theekshana to mayank agarwal, 1 run,",1,1
29,80,1,13,0,mayank agarwal,Ravindra Jadeja,"ravindra jadeja to mayank agarwal, no run,",0,0
29,81,1,13,1,mayank agarwal,Ravindra Jadeja,"ravindra jadeja to mayank agarwal, 1 run,",1,1
29,82,1,13,2,heinrich klaasen,Ravindra Jadeja,"ravindra jadeja to heinrich klaasen, 2 runs,",2,2
29,83,1,13,1,heinrich klaasen,Ravindra Jadeja,"ravindra jadeja to heinrich klaasen, 1 run,",1,1
29,84,1,13,w,mayank agarwal,Ravindra Jadeja,"ravindra jadeja to mayank agarwal, no run,                           wicket - st ms dhoni b ra jadeja batsmen out 2(4)",0,0
29,85,1,13,2,marco jansen,Ravindra Jadeja,"ravindra jadeja to marco jansen, 2 runs,",2,2
29,86,1,14,1,heinrich klaasen,Maheesh Theekshana,"maheesh theekshana to heinrich klaasen, 1 run,",1,1
29,87,1,14,1,marco jansen,Maheesh Theekshana,"maheesh theekshana to marco jansen, 1 run,",1,1
29,88,1,14,1,heinrich klaasen,Maheesh Theekshana,"maheesh theekshana to heinrich klaasen, 1 run,",1,1
29,89,1,14,1,marco jansen,Maheesh Theekshana,"maheesh theekshana to marco jansen, 1 run,",1,1
29,90,1,14,1,heinrich klaasen,Maheesh Theekshana,"maheesh theekshana to heinrich klaasen, 1 run,",1,1
29,91,1,14,0,marco jansen,Maheesh Theekshana,"maheesh theekshana to marco jansen, no run,",0,0
29,92,1,15,1,heinrich klaasen,Matheesha Pathirana,"matheesha pathirana to heinrich klaasen, 1 run,",1,1
29,93,1,15,0,marco jansen,Matheesha Pathirana,"matheesha pathirana to marco jansen, no run,",0,0
29,94,1,15,1,marco jansen,Matheesha Pathirana,"matheesha pathirana to marco jansen, 1 run,",1,1
29,95,1,15,1,heinrich klaasen,Matheesha Pathirana,"matheesha pathirana to heinrich klaasen, 1 run,",1,1
29,96,1,15,0,marco jansen,Matheesha Pathirana,"matheesha pathirana to marco jansen, no run,",0,0
29,97,1,15,1lb,marco jansen,Matheesha Pathirana,"matheesha pathirana to marco jansen, 1 leg bye,",1,0
29,98,1,16,2,marco jansen,Maheesh Theekshana,"maheesh theekshana to marco jansen, 2 runs,",2,2
29,99,1,16,0,marco jansen,Maheesh Theekshana,"maheesh theekshana to marco jansen, no run,",0,0
29,100,1,16,1,marco jansen,Maheesh Theekshana,"maheesh theekshana to marco jansen, 1 run,",1,1
29,101,1,16,4,heinrich klaasen,Maheesh Theekshana,"maheesh theekshana to heinrich klaasen, four,",4,4
29,102,1,16,1,heinrich klaasen,Maheesh Theekshana,"maheesh theekshana to heinrich klaasen, 1 run,",1,1
29,103,1,16,0,marco jansen,Maheesh Theekshana,"maheesh theekshana to marco jansen, no run,",0,0
29,104,1,17,1,heinrich klaasen,Matheesha Pathirana,"matheesha pathirana to heinrich klaasen, 1 run,",1,1
29,105,1,17,1,marco jansen,Matheesha Pathirana,"matheesha pathirana to marco jansen, 1 run,",1,1
29,106,1,17,w,heinrich klaasen,Matheesha Pathirana,"matheesha pathirana to heinrich klaasen, no run,                           wicket - c rd gaikwad b matheesha pathirana batsmen out 17(16)",0,0
29,107,1,17,1,washing,Matheesha Pathirana,"matheesha pathirana to washington sundar, 1 run,",1,1
29,108,1,17,1,marco jansen,Matheesha Pathirana,"matheesha pathirana to marco jansen, 1 run,",1,1
29,109,1,17,1,washing,Matheesha Pathirana,"matheesha pathirana to washington sundar, 1 run,",1,1
29,110,1,18,1,washing,Tushar Deshpande,"tushar deshpande to washington sundar, 1 run,",1,1
29,111,1,18,0,marco jansen,Tushar Deshpande,"tushar deshpande to marco jansen, no run,",0,0
29,112,1,18,1,marco jansen,Tushar Deshpande,"tushar deshpande to marco jansen, 1 run,",1,1
29,113,1,18,4,washing,Tushar Deshpande,"tushar deshpande to washington sundar, four,",4,4
29,114,1,18,1,washing,Tushar Deshpande,"tushar deshpande to washington sundar, 1 run,",1,1
29,115,1,18,1,marco jansen,Tushar Deshpande,"tushar deshpande to marco jansen, 1 run,",1,1
29,116,1,19,1,marco jansen,Matheesha Pathirana,"matheesha pathirana to marco jansen, 1 run,",1,1
29,117,1,19,1,washing,Matheesha Pathirana,"matheesha pathirana to washington sundar, 1 run,",1,1
29,118,1,19,0,marco jansen,Matheesha Pathirana,"matheesha pathirana to marco jansen, no run,",0,0
29,119,1,19,4,marco jansen,Matheesha Pathirana,"matheesha pathirana to marco jansen, four,",4,4
29,120,1,19,1wd,marco jansen,Matheesha Pathirana,"matheesha pathirana to marco jansen, 1 wide,",1,0
29,121,1,19,0,marco jansen,Matheesha Pathirana,"matheesha pathirana to marco jansen, no run,",0,0
29,122,1,19,w,marco jansen,Matheesha Pathirana,"matheesha pathirana to marco jansen, no run,                           wicket - runout (ms dhoni) batsmen out 9(6)",0,0
29,1,2,0,4,ruturaj gaikwad,Bhuvneshwar Kumar,"bhuvneshwar kumar to ruturaj gaikwad, four,",4,4
29,2,2,0,1,ruturaj gaikwad,Bhuvneshwar Kumar,"bhuvneshwar kumar to ruturaj gaikwad, 1 run,",1,1
29,3,2,0,0,devon conway,Bhuvneshwar Kumar,"bhuvneshwar kumar to devon conway, no run,",0,0
29,4,2,0,0,devon conway,Bhuvneshwar Kumar,"bhuvneshwar kumar to devon conway, no run,",0,0
29,5,2,0,1lb,devon conway,Bhuvneshwar Kumar,"bhuvneshwar kumar to devon conway, 1 leg bye,",1,0
29,6,2,0,0,ruturaj gaikwad,Bhuvneshwar Kumar,"bhuvneshwar kumar to ruturaj gaikwad, no run,",0,0
29,7,2,1,2,devon conway,Marco Jansen,"marco jansen to devon conway, 2 runs,",2,2
29,8,2,1,0,devon conway,Marco Jansen,"marco jansen to devon conway, no run,",0,0
29,9,2,1,4,devon conway,Marco Jansen,"marco jansen to devon conway, four,",4,4
29,10,2,1,0,devon conway,Marco Jansen,"marco jansen to devon conway, no run,",0,0
29,11,2,1,1lb,devon conway,Marco Jansen,"marco jansen to devon conway, 1 leg bye,",1,0
29,12,2,1,4,ruturaj gaikwad,Marco Jansen,"marco jansen to ruturaj gaikwad, four,",4,4
29,13,2,2,4,devon conway,Aiden Markram,"aiden markram to devon conway, four,",4,4
29,14,2,2,4,devon conway,Aiden Markram,"aiden markram to devon conway, four,",4,4
29,15,2,2,0,devon conway,Aiden Markram,"aiden markram to devon conway, no run,",0,0
29,16,2,2,1,devon conway,Aiden Markram,"aiden markram to devon conway, 1 run,",1,1
29,17,2,2,0,ruturaj gaikwad,Aiden Markram,"aiden markram to ruturaj gaikwad, no run,",0,0
29,18,2,2,2,ruturaj gaikwad,Aiden Markram,"aiden markram to ruturaj gaikwad, 2 runs,",2,2
29,19,2,3,0,devon conway,Marco Jansen,"marco jansen to devon conway, no run,",0,0
29,20,2,3,0,devon conway,Marco Jansen,"marco jansen to devon conway, no run,",0,0
29,21,2,3,1,devon conway,Marco Jansen,"marco jansen to devon conway, 1 run,",1,1
29,22,2,3,1,ruturaj gaikwad,Marco Jansen,"marco jansen to ruturaj gaikwad, 1 run,",1,1
29,23,2,3,1,devon conway,Marco Jansen,"marco jansen to devon conway, 1 run,",1,1
29,24,2,3,1,ruturaj gaikwad,Marco Jansen,"marco jansen to ruturaj gaikwad, 1 run,",1,1
29,25,2,4,0,ruturaj gaikwad,Bhuvneshwar Kumar,"bhuvneshwar kumar to ruturaj gaikwad, no run,",0,0
29,26,2,4,1,ruturaj gaikwad,Bhuvneshwar Kumar,"bhuvneshwar kumar to ruturaj gaikwad, 1 run,",1,1
29,27,2,4,0,devon conway,Bhuvneshwar Kumar,"bhuvneshwar kumar to devon conway, no run,",0,0
29,28,2,4,1,devon conway,Bhuvneshwar Kumar,"bhuvneshwar kumar to devon conway, 1 run,",1,1
29,29,2,4,3,ruturaj gaikwad,Bhuvneshwar Kumar,"bhuvneshwar kumar to ruturaj gaikwad, 3 runs,",3,3
29,30,2,4,0,devon conway,Bhuvneshwar Kumar,"bhuvneshwar kumar to devon conway, no run,",0,0
29,31,2,5,1,ruturaj gaikwad,Marco Jansen,"marco jansen to ruturaj gaikwad, 1 run,",1,1
29,32,2,5,4,devon conway,Marco Jansen,"marco jansen to devon conway, four,",4,4
29,33,2,5,4,devon conway,Marco Jansen,"marco jansen to devon conway, four,",4,4
29,34,2,5,6,devon conway,Marco Jansen,"marco jansen to devon conway, six,",6,6
29,35,2,5,4,devon conway,Marco Jansen,"marco jansen to devon conway, four,",4,4
29,36,2,5,4,devon conway,Marco Jansen,"marco jansen to devon conway, four,",4,4
29,37,2,6,2,n sundar,Washing,"washington sundar to ruturaj gaikwad, 2 runs,",2,2
29,38,2,6,1,n sundar,Washing,"washington sundar to ruturaj gaikwad, 1 run,",1,1
29,39,2,6,0,n sundar,Washing,"washington sundar to devon conway, no run,",0,0
29,40,2,6,1,n sundar,Washing,"washington sundar to devon conway, 1 run,",1,1
29,41,2,6,1,n sundar,Washing,"washington sundar to ruturaj gaikwad, 1 run,",1,1
29,42,2,6,1,n sundar,Washing,"washington sundar to devon conway, 1 run,",1,1
29,43,2,7,1,devon conway,Mayank Markande,"mayank markande to devon conway, 1 run,",1,1
29,44,2,7,1,ruturaj gaikwad,Mayank Markande,"mayank markande to ruturaj gaikwad, 1 run,",1,1
29,45,2,7,0,devon conway,Mayank Markande,"mayank markande to devon conway, no run,",0,0
29,46,2,7,1,devon conway,Mayank Markande,"mayank markande to devon conway, 1 run,",1,1
29,47,2,7,0,ruturaj gaikwad,Mayank Markande,"mayank markande to ruturaj gaikwad, no run,",0,0
29,48,2,7,1,ruturaj gaikwad,Mayank Markande,"mayank markande to ruturaj gaikwad, 1 run,",1,1
29,49,2,8,2,ruturaj gaikwad,Umran Malik,"umran malik to ruturaj gaikwad, 2 runs,",2,2
29,50,2,8,0,ruturaj gaikwad,Umran Malik,"umran malik to ruturaj gaikwad, no run,",0,0
29,51,2,8,1,ruturaj gaikwad,Umran Malik,"umran malik to ruturaj gaikwad, 1 run,",1,1
