Match_no,Ballnumber,Inningno,Over,Outcome,Batter,Bowler,Comment,Score,runs
1,1,1,0,0,devon conway,Mohammed Shami,"mohammed shami to devon conway, no run,",0,0
1,2,1,0,1lb,devon conway,Mohammed Shami,"mohammed shami to devon conway, 1 leg bye,",1,0
1,3,1,0,0,ruturaj gaikwad,Mohammed Shami,"mohammed shami to ruturaj gaikwad, no run,",0,0
1,4,1,0,1,ruturaj gaikwad,Mohammed Shami,"mohammed shami to ruturaj gaikwad, 1 run,",1,1
1,5,1,0,0,devon conway,Mohammed Shami,"mohammed shami to devon conway, no run,",0,0
1,6,1,0,0,devon conway,Mohammed Shami,"mohammed shami to devon conway, no run,",0,0
1,7,1,1,4,ruturaj gaikwad,Hardik Pandya,"hardik pandya to ruturaj gaikwad, four,",4,4
1,8,1,1,0,ruturaj gaikwad,Hardik Pandya,"hardik pandya to ruturaj gaikwad, no run,",0,0
1,9,1,1,4,ruturaj gaikwad,Hardik Pandya,"hardik pandya to ruturaj gaikwad, four,",4,4
1,10,1,1,1,ruturaj gaikwad,Hardik Pandya,"hardik pandya to ruturaj gaikwad, 1 run,",1,1
1,11,1,1,1,devon conway,Hardik Pandya,"hardik pandya to devon conway, 1 run,",1,1
1,12,1,1,1,ruturaj gaikwad,Hardik Pandya,"hardik pandya to ruturaj gaikwad, 1 run,",1,1
1,13,1,2,1,ruturaj gaikwad,Mohammed Shami,"mohammed shami to ruturaj gaikwad, 1 run,",1,1
1,14,1,2,w,devon conway,Mohammed Shami,"mohammed shami to devon conway, no run,                           wicket - b m shami batsmen out 1(6)",0,0
1,15,1,2,0,moeen ali,Mohammed Shami,"mohammed shami to moeen ali, no run,",0,0
1,16,1,2,0,moeen ali,Mohammed Shami,"mohammed shami to moeen ali, no run,",0,0
1,17,1,2,0,moeen ali,Mohammed Shami,"mohammed shami to moeen ali, no run,",0,0
1,18,1,2,0,moeen ali,Mohammed Shami,"mohammed shami to moeen ali, no run,",0,0
1,19,1,3,6,ruturaj gaikwad,Josh Little,"josh little to ruturaj gaikwad, six,",6,6
1,20,1,3,4,ruturaj gaikwad,Josh Little,"josh little to ruturaj gaikwad, four,",4,4
1,21,1,3,1,ruturaj gaikwad,Josh Little,"josh little to ruturaj gaikwad, 1 run,",1,1
1,22,1,3,0,moeen ali,Josh Little,"josh little to moeen ali, no run,",0,0
1,23,1,3,4,moeen ali,Josh Little,"josh little to moeen ali, four,",4,4
1,24,1,3,0,moeen ali,Josh Little,"josh little to moeen ali, no run,",0,0
1,25,1,4,0,ruturaj gaikwad,Mohammed Shami,"mohammed shami to ruturaj gaikwad, no run,",0,0
1,26,1,4,1,ruturaj gaikwad,Mohammed Shami,"mohammed shami to ruturaj gaikwad, 1 run,",1,1
1,27,1,4,4,moeen ali,Mohammed Shami,"mohammed shami to moeen ali, four,",4,4
1,28,1,4,1nb,moeen ali,Mohammed Shami,"mohammed shami to moeen ali, 1 no ball,",1,0
1,29,1,4,6,moeen ali,Mohammed Shami,"mohammed shami to moeen ali, six,",6,6
1,30,1,4,4,moeen ali,Mohammed Shami,"mohammed shami to moeen ali, four,",4,4
1,31,1,4,1,moeen ali,Mohammed Shami,"mohammed shami to moeen ali, 1 run,",1,1
1,32,1,5,0,moeen ali,Rashid Khan,"rashid khan to moeen ali, no run,",0,0
1,33,1,5,0,moeen ali,Rashid Khan,"rashid khan to moeen ali, no run,",0,0
1,34,1,5,0,moeen ali,Rashid Khan,"rashid khan to moeen ali, no run,",0,0
1,35,1,5,4,moeen ali,Rashid Khan,"rashid khan to moeen ali, four,",4,4
1,36,1,5,w,moeen ali,Rashid Khan,"rashid khan to moeen ali, no run,                           wicket - c wriddhiman saha b rashid khan batsmen out 23(17)",0,0
1,37,1,5,1,ben s,Rashid Khan,"rashid khan to ben stokes, 1 run,",1,1
1,38,1,6,0,ben s,Hardik Pandya,"hardik pandya to ben stokes, no run,",0,0
1,39,1,6,1,ben s,Hardik Pandya,"hardik pandya to ben stokes, 1 run,",1,1
1,40,1,6,6,ruturaj gaikwad,Hardik Pandya,"hardik pandya to ruturaj gaikwad, six,",6,6
1,41,1,6,6,ruturaj gaikwad,Hardik Pandya,"hardik pandya to ruturaj gaikwad, six,",6,6
1,42,1,6,0,ruturaj gaikwad,Hardik Pandya,"hardik pandya to ruturaj gaikwad, no run,",0,0
1,43,1,6,0,ruturaj gaikwad,Hardik Pandya,"hardik pandya to ruturaj gaikwad, no run,",0,0
1,44,1,7,1,ben s,Rashid Khan,"rashid khan to ben stokes, 1 run,",1,1
1,45,1,7,1,ruturaj gaikwad,Rashid Khan,"rashid khan to ruturaj gaikwad, 1 run,",1,1
1,46,1,7,4,ben s,Rashid Khan,"rashid khan to ben stokes, four,",4,4
1,47,1,7,w,ben s,Rashid Khan,"rashid khan to ben stokes, no run,                           wicket - c wriddhiman saha b rashid khan batsmen out 7(6)",0,0
1,48,1,7,1,ambati rayudu,Rashid Khan,"rashid khan to ambati rayudu, 1 run,",1,1
1,49,1,7,1,ruturaj gaikwad,Rashid Khan,"rashid khan to ruturaj gaikwad, 1 run,",1,1
1,50,1,8,6,ruturaj gaikwad,Alzarri Joseph,"alzarri joseph to ruturaj gaikwad, six,",6,6
1,51,1,8,0,ruturaj gaikwad,Alzarri Joseph,"alzarri joseph to ruturaj gaikwad, no run,",0,0
1,52,1,8,0,ruturaj gaikwad,Alzarri Joseph,"alzarri joseph to ruturaj gaikwad, no run,",0,0
1,53,1,8,6,ruturaj gaikwad,Alzarri Joseph,"alzarri joseph to ruturaj gaikwad, six,",6,6
1,54,1,8,0,ruturaj gaikwad,Alzarri Joseph,"alzarri joseph to ruturaj gaikwad, no run,",0,0
1,55,1,8,6,ruturaj gaikwad,Alzarri Joseph,"alzarri joseph to ruturaj gaikwad, six,",6,6
1,56,1,9,0,ambati rayudu,Rashid Khan,"rashid khan to ambati rayudu, no run,",0,0
1,57,1,9,1,ambati rayudu,Rashid Khan,"rashid khan to ambati rayudu, 1 run,",1,1
1,58,1,9,1,ruturaj gaikwad,Rashid Khan,"rashid khan to ruturaj gaikwad, 1 run,",1,1
1,59,1,9,1,ambati rayudu,Rashid Khan,"rashid khan to ambati rayudu, 1 run,",1,1
1,60,1,9,0,ruturaj gaikwad,Rashid Khan,"rashid khan to ruturaj gaikwad, no run,",0,0
1,61,1,9,0,ruturaj gaikwad,Rashid Khan,"rashid khan to ruturaj gaikwad, no run,",0,0
1,62,1,10,0,ambati rayudu,Josh Little,"josh little to ambati rayudu, no run,",0,0
1,63,1,10,0,ambati rayudu,Josh Little,"josh little to ambati rayudu, no run,",0,0
1,64,1,10,0,ambati rayudu,Josh Little,"josh little to ambati rayudu, no run,",0,0
1,65,1,10,1,ambati rayudu,Josh Little,"josh little to ambati rayudu, 1 run,",1,1
1,66,1,10,0,ruturaj gaikwad,Josh Little,"josh little to ruturaj gaikwad, no run,",0,0
1,67,1,10,6,ruturaj gaikwad,Josh Little,"josh little to ruturaj gaikwad, six,",6,6
1,68,1,11,1,ambati rayudu,Yash Dayal,"yash dayal to ambati rayudu, 1 run,",1,1
1,69,1,11,0,ruturaj gaikwad,Yash Dayal,"yash dayal to ruturaj gaikwad, no run,",0,0
1,70,1,11,6,ruturaj gaikwad,Yash Dayal,"yash dayal to ruturaj gaikwad, six,",6,6
1,71,1,11,0,ruturaj gaikwad,Yash Dayal,"yash dayal to ruturaj gaikwad, no run,",0,0
1,72,1,11,1,ruturaj gaikwad,Yash Dayal,"yash dayal to ruturaj gaikwad, 1 run,",1,1
1,73,1,11,6,ambati rayudu,Yash Dayal,"yash dayal to ambati rayudu, six,",6,6
1,74,1,12,1,ruturaj gaikwad,Josh Little,"josh little to ruturaj gaikwad, 1 run,",1,1
1,75,1,12,1,ambati rayudu,Josh Little,"josh little to ambati rayudu, 1 run,",1,1
1,76,1,12,4,ruturaj gaikwad,Josh Little,"josh little to ruturaj gaikwad, four,",4,4
1,77,1,12,1,ruturaj gaikwad,Josh Little,"josh little to ruturaj gaikwad, 1 run,",1,1
1,78,1,12,w,ambati rayudu,Josh Little,"josh little to ambati rayudu, no run,                           wicket - b josh little batsmen out 12(12)",0,0
1,79,1,12,0,shivam dube,Josh Little,"josh little to shivam dube, no run,",0,0
1,80,1,13,1,ruturaj gaikwad,Alzarri Joseph,"alzarri joseph to ruturaj gaikwad, 1 run,",1,1
1,81,1,13,1,shivam dube,Alzarri Joseph,"alzarri joseph to shivam dube, 1 run,",1,1
1,82,1,13,1,ruturaj gaikwad,Alzarri Joseph,"alzarri joseph to ruturaj gaikwad, 1 run,",1,1
1,83,1,13,0,shivam dube,Alzarri Joseph,"alzarri joseph to shivam dube, no run,",0,0
1,84,1,13,0,shivam dube,Alzarri Joseph,"alzarri joseph to shivam dube, no run,",0,0
1,85,1,13,1,shivam dube,Alzarri Joseph,"alzarri joseph to shivam dube, 1 run,",1,1
1,86,1,14,1,shivam dube,Hardik Pandya,"hardik pandya to shivam dube, 1 run,",1,1
1,87,1,14,1,ruturaj gaikwad,Hardik Pandya,"hardik pandya to ruturaj gaikwad, 1 run,",1,1
1,88,1,14,4lb,shivam dube,Hardik Pandya,"hardik pandya to shivam dube, 4 leg bye,",4,0
1,89,1,14,1,shivam dube,Hardik Pandya,"hardik pandya to shivam dube, 1 run,",1,1
1,90,1,14,0,ruturaj gaikwad,Hardik Pandya,"hardik pandya to ruturaj gaikwad, no run,",0,0
1,91,1,14,1,ruturaj gaikwad,Hardik Pandya,"hardik pandya to ruturaj gaikwad, 1 run,",1,1
1,92,1,15,1,ruturaj gaikwad,Alzarri Joseph,"alzarri joseph to ruturaj gaikwad, 1 run,",1,1
1,93,1,15,0,shivam dube,Alzarri Joseph,"alzarri joseph to shivam dube, no run,",0,0
1,94,1,15,1,shivam dube,Alzarri Joseph,"alzarri joseph to shivam dube, 1 run,",1,1
1,95,1,15,1,ruturaj gaikwad,Alzarri Joseph,"alzarri joseph to ruturaj gaikwad, 1 run,",1,1
1,96,1,15,2,shivam dube,Alzarri Joseph,"alzarri joseph to shivam dube, 2 runs,",2,2
1,97,1,15,2,shivam dube,Alzarri Joseph,"alzarri joseph to shivam dube, 2 runs,",2,2
1,98,1,16,6,ruturaj gaikwad,Rashid Khan,"rashid khan to ruturaj gaikwad, six,",6,6
1,99,1,16,2,ruturaj gaikwad,Rashid Khan,"rashid khan to ruturaj gaikwad, 2 runs,",2,2
1,100,1,16,1,ruturaj gaikwad,Rashid Khan,"rashid khan to ruturaj gaikwad, 1 run,",1,1
1,101,1,16,1b,shivam dube,Rashid Khan,"rashid khan to shivam dube, 1 bye,",1,0
1,102,1,16,0,ruturaj gaikwad,Rashid Khan,"rashid khan to ruturaj gaikwad, no run,",0,0
1,103,1,16,1,ruturaj gaikwad,Rashid Khan,"rashid khan to ruturaj gaikwad, 1 run,",1,1
1,104,1,17,w,ruturaj gaikwad,Alzarri Joseph,"alzarri joseph to ruturaj gaikwad, no run,                           wicket - c shubman gill b alzarri joseph batsmen out 92(50)",0,0
1,105,1,17,1,ravindra jadeja,Alzarri Joseph,"alzarri joseph to ravindra jadeja, 1 run,",1,1
1,106,1,17,1,shivam dube,Alzarri Joseph,"alzarri joseph to shivam dube, 1 run,",1,1
1,107,1,17,w,ravindra jadeja,Alzarri Joseph,"alzarri joseph to ravindra jadeja, no run,                           wicket - c vijay shankar b alzarri joseph batsmen out 1(2)",0,0
1,108,1,17,1,ms dhoni,Alzarri Joseph,"alzarri joseph to ms dhoni, 1 run,",1,1
1,109,1,17,1,shivam dube,Alzarri Joseph,"alzarri joseph to shivam dube, 1 run,",1,1
1,110,1,18,2,shivam dube,Mohammed Shami,"mohammed shami to shivam dube, 2 runs,",2,2
1,111,1,18,6,shivam dube,Mohammed Shami,"mohammed shami to shivam dube, six,",6,6
1,112,1,18,w,shivam dube,Mohammed Shami,"mohammed shami to shivam dube, no run,                           wicket - c rashid khan b m shami batsmen out 19(18)",0,0
1,113,1,18,0,mitchell santner,Mohammed Shami,"mohammed shami to mitchell santner, no run,",0,0
1,114,1,18,1,mitchell santner,Mohammed Shami,"mohammed shami to mitchell santner, 1 run,",1,1
1,115,1,18,1,ms dhoni,Mohammed Shami,"mohammed shami to ms dhoni, 1 run,",1,1
1,116,1,19,1,ms dhoni,Josh Little,"josh little to ms dhoni, 1 run,",1,1
1,117,1,19,1lb,mitchell santner,Josh Little,"josh little to mitchell santner, 1 leg bye,",1,0
1,118,1,19,6,ms dhoni,Josh Little,"josh little to ms dhoni, six,",6,6
1,119,1,19,4,ms dhoni,Josh Little,"josh little to ms dhoni, four,",4,4
1,120,1,19,0,ms dhoni,Josh Little,"josh little to ms dhoni, no run,",0,0
1,121,1,19,1,ms dhoni,Josh Little,"josh little to ms dhoni, 1 run,",1,1
1,1,2,0,0,wriddhiman saha,Deepak Chahar,"deepak chahar to wriddhiman saha, no run,",0,0
1,2,2,0,0,wriddhiman saha,Deepak Chahar,"deepak chahar to wriddhiman saha, no run,",0,0
1,3,2,0,0,wriddhiman saha,Deepak Chahar,"deepak chahar to wriddhiman saha, no run,",0,0
1,4,2,0,1,wriddhiman saha,Deepak Chahar,"deepak chahar to wriddhiman saha, 1 run,",1,1
1,5,2,0,2,shubman gill,Deepak Chahar,"deepak chahar to shubman gill, 2 runs,",2,2
1,6,2,0,0,shubman gill,Deepak Chahar,"deepak chahar to shubman gill, no run,",0,0
1,7,2,1,6,wriddhiman saha,Tushar Deshpande,"tushar deshpande to wriddhiman saha, six,",6,6
1,8,2,1,4,wriddhiman saha,Tushar Deshpande,"tushar deshpande to wriddhiman saha, four,",4,4
1,9,2,1,1lb,wriddhiman saha,Tushar Deshpande,"tushar deshpande to wriddhiman saha, 1 leg bye,",1,0
1,10,2,1,0,shubman gill,Tushar Deshpande,"tushar deshpande to shubman gill, no run,",0,0
1,11,2,1,4,shubman gill,Tushar Deshpande,"tushar deshpande to shubman gill, four,",4,4
1,12,2,1,0,shubman gill,Tushar Deshpande,"tushar deshpande to shubman gill, no run,",0,0
1,13,2,2,1,wriddhiman saha,Deepak Chahar,"deepak chahar to wriddhiman saha, 1 run,",1,1
1,14,2,2,1,shubman gill,Deepak Chahar,"deepak chahar to shubman gill, 1 run,",1,1
1,15,2,2,1,wriddhiman saha,Deepak Chahar,"deepak chahar to wriddhiman saha, 1 run,",1,1
1,16,2,2,1,shubman gill,Deepak Chahar,"deepak chahar to shubman gill, 1 run,",1,1
1,17,2,2,6,wriddhiman saha,Deepak Chahar,"deepak chahar to wriddhiman saha, six,",6,6
1,18,2,2,1,wriddhiman saha,Deepak Chahar,"deepak chahar to wriddhiman saha, 1 run,",1,1
1,19,2,3,0,wriddhiman saha,Rajvardhan Hangargekar,"rajvardhan hangargekar to wriddhiman saha, no run,",0,0
1,20,2,3,1nb,wriddhiman saha,Rajvardhan Hangargekar,"rajvardhan hangargekar to wriddhiman saha, 1 no ball,",1,0
1,21,2,3,1wd,wriddhiman saha,Rajvardhan Hangargekar,"rajvardhan hangargekar to wriddhiman saha, 1 wide,",1,0
1,22,2,3,4,wriddhiman saha,Rajvardhan Hangargekar,"rajvardhan hangargekar to wriddhiman saha, four,",4,4
1,23,2,3,1,wriddhiman saha,Rajvardhan Hangargekar,"rajvardhan hangargekar to wriddhiman saha, 1 run,",1,1
1,24,2,3,1,shubman gill,Rajvardhan Hangargekar,"rajvardhan hangargekar to shubman gill, 1 run,",1,1
1,25,2,3,w,wriddhiman saha,Rajvardhan Hangargekar,"rajvardhan hangargekar to wriddhiman saha, no run,                           wicket - c s dube b rs hangargekar batsmen out 25(16)",0,0
1,26,2,3,4,sai sudharsan,Rajvardhan Hangargekar,"rajvardhan hangargekar to sai sudharsan, four,",4,4
1,27,2,4,4,shubman gill,Tushar Deshpande,"tushar deshpande to shubman gill, four,",4,4
1,28,2,4,1,shubman gill,Tushar Deshpande,"tushar deshpande to shubman gill, 1 run,",1,1
1,29,2,4,2nb,sai sudharsan,Tushar Deshpande,"tushar deshpande to sai sudharsan, 2 no ball,",2,0
1,30,2,4,6,shubman gill,Tushar Deshpande,"tushar deshpande to shubman gill, six,",6,6
1,31,2,4,0,shubman gill,Tushar Deshpande,"tushar deshpande to shubman gill, no run,",0,0
1,32,2,4,1,shubman gill,Tushar Deshpande,"tushar deshpande to shubman gill, 1 run,",1,1
1,33,2,4,1,sai sudharsan,Tushar Deshpande,"tushar deshpande to sai sudharsan, 1 run,",1,1
1,34,2,5,0,sai sudharsan,Mitchell Santner,"mitchell santner to sai sudharsan, no run,",0,0
1,35,2,5,0,sai sudharsan,Mitchell Santner,"mitchell santner to sai sudharsan, no run,",0,0
1,36,2,5,0,sai sudharsan,Mitchell Santner,"mitchell santner to sai sudharsan, no run,",0,0
1,37,2,5,4,sai sudharsan,Mitchell Santner,"mitchell santner to sai sudharsan, four,",4,4
1,38,2,5,1,sai sudharsan,Mitchell Santner,"mitchell santner to sai sudharsan, 1 run,",1,1
1,39,2,5,4,shubman gill,Mitchell Santner,"mitchell santner to shubman gill, four,",4,4
1,40,2,6,1,sai sudharsan,Ravindra Jadeja,"ravindra jadeja to sai sudharsan, 1 run,",1,1
1,41,2,6,2,shubman gill,Ravindra Jadeja,"ravindra jadeja to shubman gill, 2 runs,",2,2
1,42,2,6,0,shubman gill,Ravindra Jadeja,"ravindra jadeja to shubman gill, no run,",0,0
1,43,2,6,1lb,shubman gill,Ravindra Jadeja,"ravindra jadeja to shubman gill, 1 leg bye,",1,0
1,44,2,6,0,sai sudharsan,Ravindra Jadeja,"ravindra jadeja to sai sudharsan, no run,",0,0
1,45,2,6,2,sai sudharsan,Ravindra Jadeja,"ravindra jadeja to sai sudharsan, 2 runs,",2,2
1,46,2,7,0,shubman gill,Mitchell Santner,"mitchell santner to shubman gill, no run,",0,0
1,47,2,7,1,shubman gill,Mitchell Santner,"mitchell santner to shubman gill, 1 run,",1,1
1,48,2,7,4,sai sudharsan,Mitchell Santner,"mitchell santner to sai sudharsan, four,",4,4
1,49,2,7,1,sai sudharsan,Mitchell Santner,"mitchell santner to sai sudharsan, 1 run,",1,1
1,50,2,7,4,shubman gill,Mitchell Santner,"mitchell santner to shubman gill, four,",4,4
1,51,2,7,1,shubman gill,Mitchell Santner,"mitchell santner to shubman gill, 1 run,",1,1
1,52,2,8,1,shubman gill,Ravindra Jadeja,"ravindra jadeja to shubman gill, 1 run,",1,1
1,53,2,8,1,sai sudharsan,Ravindra Jadeja,"ravindra jadeja to sai sudharsan, 1 run,",1,1
1,54,2,8,0,shubman gill,Ravindra Jadeja,"ravindra jadeja to shubman gill, no run,",0,0
1,55,2,8,2,shubman gill,Ravindra Jadeja,"ravindra jadeja to shubman gill, 2 runs,",2,2
1,56,2,8,1,shubman gill,Ravindra Jadeja,"ravindra jadeja to shubman gill, 1 run,",1,1
1,57,2,8,2,sai sudharsan,Ravindra Jadeja,"ravindra jadeja to sai sudharsan, 2 runs,",2,2
1,58,2,9,1,shubman gill,Rajvardhan Hangargekar,"rajvardhan hangargekar to shubman gill, 1 run,",1,1
1,59,2,9,0,sai sudharsan,Rajvardhan Hangargekar,"rajvardhan hangargekar to sai sudharsan, no run,",0,0
1,60,2,9,w,sai sudharsan,Rajvardhan Hangargekar,"rajvardhan hangargekar to sai sudharsan, no run,                           wicket - c ms dhoni b rs hangargekar batsmen out 22(17)",0,0
1,61,2,9,2,hardik pandya,Rajvardhan Hangargekar,"rajvardhan hangargekar to hardik pandya, 2 runs,",2,2
1,62,2,9,0,hardik pandya,Rajvardhan Hangargekar,"rajvardhan hangargekar to hardik pandya, no run,",0,0
1,63,2,9,1,hardik pandya,Rajvardhan Hangargekar,"rajvardhan hangargekar to hardik pandya, 1 run,",1,1
1,64,2,10,0,hardik pandya,Ravindra Jadeja,"ravindra jadeja to hardik pandya, no run,",0,0
1,65,2,10,1,hardik pandya,Ravindra Jadeja,"ravindra jadeja to hardik pandya, 1 run,",1,1
1,66,2,10,1,shubman gill,Ravindra Jadeja,"ravindra jadeja to shubman gill, 1 run,",1,1
1,67,2,10,1,hardik pandya,Ravindra Jadeja,"ravindra jadeja to hardik pandya, 1 run,",1,1
1,68,2,10,4,shubman gill,Ravindra Jadeja,"ravindra jadeja to shubman gill, four,",4,4
1,69,2,10,6,shubman gill,Ravindra Jadeja,"ravindra jadeja to shubman gill, six,",6,6
1,70,2,11,1,hardik pandya,Mitchell Santner,"mitchell santner to hardik pandya, 1 run,",1,1
1,71,2,11,1,shubman gill,Mitchell Santner,"mitchell santner to shubman gill, 1 run,",1,1
1,72,2,11,1,hardik pandya,Mitchell Santner,"mitchell santner to hardik pandya, 1 run,",1,1
1,73,2,11,1,shubman gill,Mitchell Santner,"mitchell santner to shubman gill, 1 run,",1,1
1,74,2,11,0,hardik pandya,Mitchell Santner,"mitchell santner to hardik pandya, no run,",0,0
1,75,2,11,1,hardik pandya,Mitchell Santner,"mitchell santner to hardik pandya, 1 run,",1,1
1,76,2,12,w,hardik pandya,Ravindra Jadeja,"ravindra jadeja to hardik pandya, no run,                           wicket - b ra jadeja batsmen out 8(11)",0,0
1,77,2,12,0,vijay shankar,Ravindra Jadeja,"ravindra jadeja to vijay shankar, no run,",0,0
1,78,2,12,0,vijay shankar,Ravindra Jadeja,"ravindra jadeja to vijay shankar, no run,",0,0
1,79,2,12,0,vijay shankar,Ravindra Jadeja,"ravindra jadeja to vijay shankar, no run,",0,0
1,80,2,12,2,vijay shankar,Ravindra Jadeja,"ravindra jadeja to vijay shankar, 2 runs,",2,2
1,81,2,12,1,vijay shankar,Ravindra Jadeja,"ravindra jadeja to vijay shankar, 1 run,",1,1
1,82,2,13,1wd,vijay shankar,Rajvardhan Hangargekar,"rajvardhan hangargekar to vijay shankar, 1 wide,",1,0
1,83,2,13,0,vijay shankar,Rajvardhan Hangargekar,"rajvardhan hangargekar to vijay shankar, no run,",0,0
1,84,2,13,4,vijay shankar,Rajvardhan Hangargekar,"rajvardhan hangargekar to vijay shankar, four,",4,4
1,85,2,13,1,vijay shankar,Rajvardhan Hangargekar,"rajvardhan hangargekar to vijay shankar, 1 run,",1,1
1,86,2,13,1,shubman gill,Rajvardhan Hangargekar,"rajvardhan hangargekar to shubman gill, 1 run,",1,1
1,87,2,13,1wd,vijay shankar,Rajvardhan Hangargekar,"rajvardhan hangargekar to vijay shankar, 1 wide,",1,0
1,88,2,13,1,vijay shankar,Rajvardhan Hangargekar,"rajvardhan hangargekar to vijay shankar, 1 run,",1,1
1,89,2,13,4,shubman gill,Rajvardhan Hangargekar,"rajvardhan hangargekar to shubman gill, four,",4,4
1,90,2,14,1,vijay shankar,Tushar Deshpande,"tushar deshpande to vijay shankar, 1 run,",1,1
1,91,2,14,1,shubman gill,Tushar Deshpande,"tushar deshpande to shubman gill, 1 run,",1,1
1,92,2,14,2,vijay shankar,Tushar Deshpande,"tushar deshpande to vijay shankar, 2 runs,",2,2
1,93,2,14,1,vijay shankar,Tushar Deshpande,"tushar deshpande to vijay shankar, 1 run,",1,1
1,94,2,14,6,shubman gill,Tushar Deshpande,"tushar deshpande to shubman gill, six,",6,6
1,95,2,14,w,shubman gill,Tushar Deshpande,"tushar deshpande to shubman gill, no run,                           wicket - c rd gaikwad b tu deshpande batsmen out 63(36)",0,0
1,96,2,15,1,vijay shankar,Mitchell Santner,"mitchell santner to vijay shankar, 1 run,",1,1
1,97,2,15,1,rahul tewatia,Mitchell Santner,"mitchell santner to rahul tewatia, 1 run,",1,1
1,98,2,15,4,vijay shankar,Mitchell Santner,"mitchell santner to vijay shankar, four,",4,4
1,99,2,15,1,vijay shankar,Mitchell Santner,"mitchell santner to vijay shankar, 1 run,",1,1
1,100,2,15,0,rahul tewatia,Mitchell Santner,"mitchell santner to rahul tewatia, no run,",0,0
1,101,2,15,0,rahul tewatia,Mitchell Santner,"mitchell santner to rahul tewatia, no run,",0,0
1,102,2,16,1,vijay shankar,Deepak Chahar,"deepak chahar to vijay shankar, 1 run,",1,1
1,103,2,16,1,rahul tewatia,Deepak Chahar,"deepak chahar to rahul tewatia, 1 run,",1,1
1,104,2,16,0,vijay shankar,Deepak Chahar,"deepak chahar to vijay shankar, no run,",0,0
1,105,2,16,1,vijay shankar,Deepak Chahar,"deepak chahar to vijay shankar, 1 run,",1,1
1,106,2,16,0,rahul tewatia,Deepak Chahar,"deepak chahar to rahul tewatia, no run,",0,0
1,107,2,16,1,rahul tewatia,Deepak Chahar,"deepak chahar to rahul tewatia, 1 run,",1,1
1,108,2,17,0,rahul tewatia,Rajvardhan Hangargekar,"rajvardhan hangargekar to rahul tewatia, no run,",0,0
1,109,2,17,0,rahul tewatia,Rajvardhan Hangargekar,"rajvardhan hangargekar to rahul tewatia, no run,",0,0
1,110,2,17,1,rahul tewatia,Rajvardhan Hangargekar,"rajvardhan hangargekar to rahul tewatia, 1 run,",1,1
1,111,2,17,6,vijay shankar,Rajvardhan Hangargekar,"rajvardhan hangargekar to vijay shankar, six,",6,6
1,112,2,17,0,vijay shankar,Rajvardhan Hangargekar,"rajvardhan hangargekar to vijay shankar, no run,",0,0
1,113,2,17,w,vijay shankar,Rajvardhan Hangargekar,"rajvardhan hangargekar to vijay shankar, no run,                           wicket - c mitchell santner b rs hangargekar batsmen out 27(21)",0,0
1,114,2,18,0,rahul tewatia,Deepak Chahar,"deepak chahar to rahul tewatia, no run,",0,0
1,115,2,18,4lb,rahul tewatia,Deepak Chahar,"deepak chahar to rahul tewatia, 4 leg bye,",4,0
1,116,2,18,1,rahul tewatia,Deepak Chahar,"deepak chahar to rahul tewatia, 1 run,",1,1
1,117,2,18,6,rashid khan,Deepak Chahar,"deepak chahar to rashid khan, six,",6,6
1,118,2,18,4,rashid khan,Deepak Chahar,"deepak chahar to rashid khan, four,",4,4
1,119,2,18,0,rashid khan,Deepak Chahar,"deepak chahar to rashid khan, no run,",0,0
1,120,2,19,1wd,rahul tewatia,Tushar Deshpande,"tushar deshpande to rahul tewatia, 1 wide,",1,0
1,121,2,19,6,rahul tewatia,Tushar Deshpande,"tushar deshpande to rahul tewatia, six,",6,6
1,122,2,19,4,rahul tewatia,Tushar Deshpande,"tushar deshpande to rahul tewatia, four,",4,4
2,1,1,0,0,prabhsimran singh,Umesh Yadav,"umesh yadav to prabhsimran singh, no run,",0,0
2,2,1,0,2,prabhsimran singh,Umesh Yadav,"umesh yadav to prabhsimran singh, 2 runs,",2,2
2,3,1,0,0,prabhsimran singh,Umesh Yadav,"umesh yadav to prabhsimran singh, no run,",0,0
2,4,1,0,6,prabhsimran singh,Umesh Yadav,"umesh yadav to prabhsimran singh, six,",6,6
2,5,1,0,0,prabhsimran singh,Umesh Yadav,"umesh yadav to prabhsimran singh, no run,",0,0
2,6,1,0,1,prabhsimran singh,Umesh Yadav,"umesh yadav to prabhsimran singh, 1 run,",1,1
2,7,1,1,4,prabhsimran singh,Tim Southee,"tim southee to prabhsimran singh, four,",4,4
2,8,1,1,4,prabhsimran singh,Tim Southee,"tim southee to prabhsimran singh, four,",4,4
2,9,1,1,0,prabhsimran singh,Tim Southee,"tim southee to prabhsimran singh, no run,",0,0
2,10,1,1,0,prabhsimran singh,Tim Southee,"tim southee to prabhsimran singh, no run,",0,0
2,11,1,1,6,prabhsimran singh,Tim Southee,"tim southee to prabhsimran singh, six,",6,6
2,12,1,1,w,prabhsimran singh,Tim Southee,"tim southee to prabhsimran singh, no run,                           wicket - c rahmanullah gurbaz b tim southee batsmen out 23(12)",0,0
2,13,1,2,0,shikhar dhawan,Umesh Yadav,"umesh yadav to shikhar dhawan, no run,",0,0
2,14,1,2,0,shikhar dhawan,Umesh Yadav,"umesh yadav to shikhar dhawan, no run,",0,0
2,15,1,2,0,shikhar dhawan,Umesh Yadav,"umesh yadav to shikhar dhawan, no run,",0,0
